ApplicantID,CandidateID,RequisitionID,EventDate,applicantStatus,Caption,Apply_Date,Current_Status,HiredAsID,Application_Source,applicantStage,Applicant_Sub_Stage,Stage_Category,Expected_Start_Date,Diverse_Flag,Relocation
Applicant-207971,Candidate-168894,Requisition-1124,2017-08-28,Active,Simon Krueger - IT:Hire Information Security Specialist - North America : Requisition-1124,2017-05-08,True,,Job Posting,Selected,Offer in preparation,Business,,True,False
Applicant-207985,Candidate-168905,Requisition-1108,2017-08-28,Active,Quentin Davila - HR:Hire Talent Management Specialist - North America : Requisition-1108,2017-05-08,True,,Job Posting,Offer Accepted,Move to background check,Recruiting,,True,False
Applicant-207985,Candidate-168905,Requisition-1108,2017-08-31,Position Filled,Quentin Davila - HR:Hire Talent Management Specialist - North America : Requisition-1108,2017-05-08,False,,Job Posting,Offer Accepted,Move to background check,Recruiting,,True,False
Applicant-208183,Candidate-169069,Requisition-1136,2017-08-28,Active,Eleanor Strong - Finance:Hire Senior Accountant - North America : Requisition-1136,2017-05-09,True,,Job Posting,Offered,Offer sent,Business,,True,False
Applicant-208185,Candidate-169071,Requisition-1134,2017-08-31,Active,Brandt Frey - Operations:Hire Maintenance Engineer - North America : Requisition-1134,2017-05-09,True,,CSR,Interviews completed,Move to selection decision,Business,,False,False
Applicant-208187,Candidate-81709,Requisition-1134,2017-08-29,Active,Annabella Bynum - Operations:Hire Maintenance Engineer - North America : Requisition-1134,2017-05-09,True,,Marks Recruiting,Offered,Offer countered,Business,,True,False
Applicant-208192,Candidate-169076,Requisition-1130,2017-08-28,Active,Webb Palencia - IT:Hire IT Project Analyst - North America : Requisition-1130,2017-05-09,True,,Hire Quick,Offered,Offer countered,Business,,,False
Applicant-208192,Candidate-169076,Requisition-1130,2017-08-31,Active,Webb Palencia - IT:Hire IT Project Analyst - North America : Requisition-1130,2017-05-09,True,,Hire Quick,Offer Accepted,Move to background check,Recruiting,,,False
Applicant-208200,Candidate-169084,Requisition-1126,2017-08-28,Active,Braden Bowers - Finance:Hire Accountant - A/R - North America : Requisition-1126,2017-05-09,True,,Website,Offered,Offer sent,Business,,,False
Applicant-208227,Candidate-148999,Requisition-1112,2017-08-29,Active,Sharon Holm - Marketing:Hire Marketing Specialist - North America : Requisition-1112,2017-05-09,True,,Internal,Interviews completed,Move to selection decision,Business,,True,False
Applicant-208228,Candidate-149846,Requisition-1110,2017-08-30,Active,Grant Jacobson - IT:Hire IT Infrastructure Specialist - North America : Requisition-1110,2017-05-09,True,,Internal,Offered,Offer sent,Business,,,False
Applicant-208238,Candidate-43652,Requisition-1104,2017-08-31,Active,Evelyn White - Finance:Hire Financial Analyst - North America : Requisition-1104,2017-05-09,True,,Internal,Interviews completed,Move to selection decision,Business,,False,False
Applicant-208296,Candidate-134676,Requisition-1039,2017-08-31,Active,Alma Jacobs - Finance:Hire Financial Analyst - North America : Requisition-1039,2017-05-09,True,,Marks Recruiting,Selected,Offer in preparation,Business,,True,False
Applicant-208360,Candidate-50196,Requisition-1144,2017-08-28,Active,Marvin Reis - Finance:Hire Financial Analyst - North America : Requisition-1144,2017-05-10,True,,Website,Offered,Offer sent,Business,,False,False
Applicant-208363,Candidate-169220,Requisition-1141,2017-08-31,Active,Tia Wade - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-05-10,True,,Website,Selected,Offer in preparation,Business,,True,False
Applicant-208366,Candidate-169223,Requisition-1140,2017-08-28,Active,Humphrey Gross - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,2017-05-10,True,,Website,Offer Accepted,Move to background check,Recruiting,,False,False
Applicant-208366,Candidate-169223,Requisition-1140,2017-08-31,Active,Humphrey Gross - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,2017-05-10,True,,Website,Background checked,Background check complete,Recruiting,,False,False
Applicant-208398,Candidate-32492,Requisition-1104,2017-08-28,Active,Miguel Boyle - Finance:Hire Financial Analyst - North America : Requisition-1104,2017-05-10,True,,Internal,Interviews completed,Move to selection decision,Business,,,False
Applicant-208399,Candidate-169248,Requisition-1104,2017-08-28,Active,Edith Ho - Finance:Hire Financial Analyst - North America : Requisition-1104,2017-05-10,True,,Job Posting,Background checked,Background check complete,Recruiting,,True,False
Applicant-208514,Candidate-169343,Requisition-992,2017-08-28,Active,Ashanti Giles - Finance:Hire Accountant - A/R - North America : Requisition-992,2017-05-10,True,,Monster.com,Offered,Offer sent,Business,,True,False
Applicant-208514,Candidate-169343,Requisition-992,2017-08-30,Active,Ashanti Giles - Finance:Hire Accountant - A/R - North America : Requisition-992,2017-05-10,True,,Monster.com,Offer Accepted,Move to background check,Recruiting,,True,False
Applicant-208566,Candidate-169388,Requisition-1143,2017-08-28,Active,Aarav Salazar - Finance:Hire Accountant - A/R - North America : Requisition-1143,2017-05-11,True,,Job Posting,Interviews completed,Move to selection decision,Business,,,False
Applicant-208567,Candidate-169389,Requisition-1142,2017-08-28,Active,Samir Chen - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1142,2017-05-11,True,,Website,Hired Yet to Start,Hired yet to start,Candidate,,False,False
Applicant-208569,Candidate-169391,Requisition-1141,2017-08-28,Active,Dalary Mcguire - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-05-11,True,,Monster.com,Background checked,Background check complete,Recruiting,,True,False
Applicant-208574,Candidate-169396,Requisition-1137,2017-08-30,Active,Trevon Baldwin - Marketing:Hire Marketing Manager - APAC : Requisition-1137,2017-05-11,True,,Marks Recruiting,Offered,Offer sent,Business,,False,False
Applicant-208579,Candidate-169401,Requisition-1132,2017-08-28,Active,Mylo Herrero - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1132,2017-05-11,True,,Monster.com,Offered,Offer countered,Business,,,False
Applicant-208579,Candidate-169401,Requisition-1132,2017-08-29,Active,Mylo Herrero - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1132,2017-05-11,True,,Monster.com,Offer Accepted,Move to background check,Recruiting,,,False
Applicant-208579,Candidate-169401,Requisition-1132,2017-08-31,Active,Mylo Herrero - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1132,2017-05-11,True,,Monster.com,Background checked,Background check complete,Recruiting,,,False
Applicant-208582,Candidate-140751,Requisition-1129,2017-08-28,Active,Karmen Plummer - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-05-11,True,,Ladders.com,Selected,Offer in preparation,Business,,True,False
Applicant-208582,Candidate-140751,Requisition-1129,2017-08-30,Position Filled,Karmen Plummer - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-05-11,False,,Ladders.com,Selected,Offer in preparation,Business,,True,False
Applicant-208583,Candidate-169404,Requisition-1129,2017-08-30,Position Filled,Landen Pascual - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-05-11,False,,Ladders.com,Interviews completed,Move to selection decision,Business,,,False
Applicant-208585,Candidate-169406,Requisition-1129,2017-08-30,Position Filled,Bryson Haley - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-05-11,False,,Ladders.com,Background checked,Background check complete,Recruiting,,False,False
Applicant-208586,Candidate-169407,Requisition-1129,2017-08-28,Active,Stacey Skelton - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-05-11,True,,Ladders.com,Offered,Offer sent,Business,,True,False
Applicant-208586,Candidate-169407,Requisition-1129,2017-08-30,Position Filled,Stacey Skelton - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-05-11,False,,Ladders.com,Offered,Offer sent,Business,,True,False
Applicant-208595,Candidate-169415,Requisition-1122,2017-08-28,Active,Gwen Porter - Finance:Hire Finance Manager - A/R - North America : Requisition-1122,2017-05-11,True,,Monster.com,Offered,Offer sent,Business,,True,False
Applicant-208748,Candidate-169536,Requisition-1149,2017-08-28,Rejected,Sebestian Helm - Finance:Hire Accountant - A/R - EMEA : Requisition-1149,2017-05-12,False,,Monster.com,Offer Accepted,Move to background check,Recruiting,,False,False
Applicant-208755,Candidate-16271,Requisition-1146,2017-08-28,Active,Bob Kemp - IT:Hire IT Project Analyst - North America : Requisition-1146,2017-05-12,True,,CSR,Offered,Offer sent,Business,,False,False
Applicant-208755,Candidate-16271,Requisition-1146,2017-08-30,Active,Bob Kemp - IT:Hire IT Project Analyst - North America : Requisition-1146,2017-05-12,True,,CSR,Offer Accepted,Move to background check,Recruiting,,False,False
Applicant-208756,Candidate-169543,Requisition-1146,2017-08-31,Active,Ricardo Council - IT:Hire IT Project Analyst - North America : Requisition-1146,2017-05-12,True,,Marks Recruiting,Offered,Offer sent,Business,,False,False
Applicant-208758,Candidate-49054,Requisition-1144,2017-08-30,Active,Huxley Carpio - Finance:Hire Financial Analyst - North America : Requisition-1144,2017-05-12,True,,Internal,Interviews completed,Move to selection decision,Business,,,False
Applicant-208759,Candidate-169545,Requisition-1144,2017-08-28,Active,Kacie Ewing - Finance:Hire Financial Analyst - North America : Requisition-1144,2017-05-12,True,,Internal,Interviews started,schedule for further interview,Business,,False,False
Applicant-208760,Candidate-12833,Requisition-1143,2017-08-28,Active,Mei Yanes - Finance:Hire Accountant - A/R - North America : Requisition-1143,2017-05-12,True,,Job Posting,Offered,Offer sent,Business,,,False
Applicant-208776,Candidate-169558,Requisition-1133,2017-08-29,Active,Harley Stotgard - Operations:Hire Maintenance Engineer - South America : Requisition-1133,2017-05-12,True,,Job Posting,Offered,Offer sent,Business,,True,False
Applicant-208799,Candidate-169576,Requisition-1112,2017-08-30,Active,Mason Soto - Marketing:Hire Marketing Specialist - North America : Requisition-1112,2017-05-12,True,,Job Posting,Offered,Offer countered,Business,,True,False
Applicant-208802,Candidate-169578,Requisition-1110,2017-08-28,Active,Hailie Harding - IT:Hire IT Infrastructure Specialist - North America : Requisition-1110,2017-05-12,True,,Internal,Offered,Offer sent,Business,,True,False
Applicant-208807,Candidate-153130,Requisition-1108,2017-08-28,Active,Lloyd Cervantes - HR:Hire Talent Management Specialist - North America : Requisition-1108,2017-05-12,True,,Job Posting,Background checked,Background check complete,Recruiting,,True,False
Applicant-208807,Candidate-153130,Requisition-1108,2017-08-31,Position Filled,Lloyd Cervantes - HR:Hire Talent Management Specialist - North America : Requisition-1108,2017-05-12,False,,Job Posting,Background checked,Background check complete,Recruiting,,True,False
Applicant-208948,Candidate-141213,Requisition-1143,2017-08-31,Active,Bautista Maynard - Finance:Hire Accountant - A/R - North America : Requisition-1143,2017-05-15,True,,Job Posting,Offered,Offer sent,Business,,False,False
Applicant-208950,Candidate-169699,Requisition-1142,2017-08-29,Active,Albert Lucas - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1142,2017-05-15,True,,Website,Interviews completed,Move to selection decision,Business,,,False
Applicant-208950,Candidate-169699,Requisition-1142,2017-08-30,Rejected,Albert Lucas - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1142,2017-05-15,False,,Website,Interviews completed,Move to selection decision,Business,,,False
Applicant-208952,Candidate-169701,Requisition-1142,2017-08-28,Active,Nathanael Wood - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1142,2017-05-15,True,,Website,Offered,Offer sent,Business,,False,False
Applicant-208952,Candidate-169701,Requisition-1142,2017-08-30,Active,Nathanael Wood - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1142,2017-05-15,True,,Website,Offer Accepted,Move to background check,Recruiting,,False,False
Applicant-208958,Candidate-169707,Requisition-1134,2017-08-28,Active,Phillida Gordon - Operations:Hire Maintenance Engineer - North America : Requisition-1134,2017-05-15,True,,Job Posting,Offer Accepted,Move to background check,Recruiting,,True,False
Applicant-208970,Candidate-169716,Requisition-1125,2017-08-29,Position Filled,Reed Lucero - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-05-15,False,,CSR,Hired Yet to Start,Hired yet to start,Candidate,,True,False
Applicant-209065,Candidate-169785,Requisition-1039,2017-08-28,Active,Leonardo Howard - Finance:Hire Financial Analyst - North America : Requisition-1039,2017-05-15,True,,Marks Recruiting,Interviews completed,Move to selection decision,Business,,False,False
Applicant-209157,Candidate-169871,Requisition-1154,2017-08-28,Active,Abbygail Mcmahon - HR:Hire Talent Management Manager - North America : Requisition-1154,2017-05-16,True,,Job Posting,Background checked,Background check complete,Recruiting,,True,False
Applicant-209163,Candidate-169877,Requisition-1143,2017-08-28,Active,Kaia Hahn - Finance:Hire Accountant - A/R - North America : Requisition-1143,2017-05-16,True,,Job Posting,Offered,Offer countered,Business,,False,False
Applicant-209165,Candidate-169879,Requisition-1141,2017-08-28,Active,Dane Larsen - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-05-16,True,,Job Posting,Offer Accepted,Move to background check,Recruiting,,,False
Applicant-209165,Candidate-169879,Requisition-1141,2017-08-30,Active,Dane Larsen - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-05-16,True,,Job Posting,Background checked,Background check complete,Recruiting,,,False
Applicant-209173,Candidate-169886,Requisition-1135,2017-08-29,Active,Justice Stanton - Operations:Hire Maintenance Engineer - North America : Requisition-1135,2017-05-16,True,,Job Posting,Interviews completed,Move to selection decision,Business,,False,False
Applicant-209179,Candidate-73143,Requisition-1129,2017-08-29,Active,Darrin Baird - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-05-16,True,,Ladders.com,Offered,Offer sent,Business,,False,False
Applicant-209179,Candidate-73143,Requisition-1129,2017-08-30,Position Filled,Darrin Baird - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-05-16,False,,Ladders.com,Offered,Offer sent,Business,,False,False
Applicant-209195,Candidate-56520,Requisition-1108,2017-08-28,Active,Lynda Lee - HR:Hire Talent Management Specialist - North America : Requisition-1108,2017-05-16,True,,Internal,Offered,Offer countered,Business,,True,False
